GENESIS-Tabelle: 12411-0008
Bevölkerung: Deutschland, Stichtag, Altersjahre,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nationalität, Geschlecht, Familienstand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer
;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich
;;ledig;verheiratet;verwitwet;geschieden;Lebenspartnerschaft;Lebenspartnerschaft aufgehoben;Lebenspartner verstorben;ledig;verheiratet;verwitwet;geschieden;Lebenspartnerschaft;Lebenspartnerschaft aufgehoben;Lebenspartner verstorben;ledig;verheiratet;verwitwet;geschieden;Lebenspartnerschaft;Lebenspartnerschaft aufgehoben;Lebenspartner verstorben;ledig;verheiratet;verwitwet;geschieden;Lebenspartnerschaft;Lebenspartnerschaft aufgehoben;Lebenspartner verstorben
31.12.2018;63-Jährige;51128;353306;14179;63165;600;53;60;34216;341272;56424;72958;444;50;27;4494;24544;897;4459;55;2;6;2863;24650;5063;4698;25;6;1
31.12.2018;64-Jährige;46092;347485;15364;59338;556;64;60;31905;333855;61303;70686;434;51;33;3626;21242;973;3944;47;2;1;2544;24298;5218;4399;18;4;1
31.12.2018;65-Jährige;41163;337486;16057;54953;524;54;54;28699;322107;65193;66564;434;36;37;3036;18634;949;3454;44;6;5;2178;23083;5461;4069;16;3;1
31.12.2018;66-Jährige;37602;337199;17774;51775;507;34;63;26607;315888;71682;64801;368;20;26;2621;19239;953;3256;49;1;4;2114;23770;6118;4079;21;2;-
31.12.2018;67-Jährige;33905;330442;18849;48594;476;41;55;24332;306336;77262;62146;383;26;31;2228;18564;1029;2844;48;4;4;1844;21216;5882;3612;15;4;1
31.12.2018;68-Jährige;31242;325914;20885;45451;452;35;73;22230;297574;83941;59718;364;28;45;2236;22274;1290;2968;46;3;4;1878;23456;7530;3653;20;2;2
31.12.2018;69-Jährige;27340;314320;21779;41769;434;33;39;19770;282905;88619;54791;299;18;22;1865;22431;1355;2768;44;3;2;1585;21402;7281;3247;14;1;1
31.12.2018;70-Jährige;22849;282667;21298;36573;359;23;68;16850;250006;87467;48393;264;23;27;1708;23136;1490;2630;25;2;3;1378;19552;7233;3155;8;3;1
31.12.2018;71-Jährige;19260;260227;21573;32249;326;23;38;14665;230340;89314;43867;187;8;25;1600;23245;1600;2380;28;1;5;1281;17961;7103;2760;13;-;1
31.12.2018;72-Jährige;16107;220546;20238;26519;312;17;69;12003;194340;83257;37543;231;8;24;1229;21254;1526;1998;36;2;2;1120;15277;6754;2419;10;1;2
31.12.2018;73-Jährige;13191;187839;19345;21794;309;14;70;10884;165967;78948;32474;197;14;28;1066;18325;1494;1573;25;5;6;948;13099;6436;1927;12;-;3
31.12.2018;74-Jährige;16715;255300;28362;27343;464;19;88;13726;221565;113267;41752;261;9;34;926;17377;1523;1440;21;2;9;793;11267;6429;1733;12;-;-
31.12.2018;75-Jährige;16282;254465;31421;26055;351;20;69;14257;217090;122437;41258;195;17;37;801;16106;1614;1261;21;-;2;706;9667;5856;1536;6;-;1
31.12.2018;76-Jährige;15114;238620;32836;23309;294;17;64;14025;200263;127373;37554;177;7;31;746;15943;1619;1197;20;1;2;691;8799;5914;1444;6;-;-
31.12.2018;77-Jährige;17442;282668;42820;25591;374;26;80;16620;234511;169011;43313;199;2;26;612;14055;1732;1048;17;-;6;645;7176;5823;1255;5;-;-
31.12.2018;78-Jährige;16747;283880;48416;23253;303;15;82;17426;228488;193397;42260;139;2;32;692;14301;1797;1001;11;-;1;592;6987;6534;1240;7;1;-
31.12.2018;79-Jährige;14787;267516;49559;20791;224;12;50;17210;209396;202620;38322;139;4;27;542;12447;1533;917;9;-;4;518;5719;5607;1170;3;-;-
31.12.2018;80-Jährige;12224;234753;48394;16830;185;6;31;16039;174472;200057;32761;91;1;25;491;10758;1636;779;5;-;1;520;4834;5247;1086;3;-;1
31.12.2018;81-Jährige;10072;203966;47092;13428;138;7;34;15141;145225;194571;28160;86;3;10;357;8775;1467;626;11;1;1;482;3986;4862;907;1;1;-
31.12.2018;82-Jährige;8511;180441;47031;11259;125;4;31;14405;122331;196203;24230;72;1;16;326;7339;1229;552;6;-;2;372;3117;4239;710;5;-;-
31.12.2018;83-Jährige;6843;157278;46282;9234;76;4;21;13805;100254;194323;20761;52;1;13;275;5743;1027;421;9;-;2;368;2354;3828;588;3;-;-
31.12.2018;84-Jährige;5350;128499;43035;7155;65;5;19;12435;76947;181203;17238;65;1;15;218;5226;1068;339;6;-;-;282;1824;3349;488;1;-;2
31.12.2018;85 Jahre und mehr;16841;416555;260215;20514;228;3;87;85570;212599;1134944;76413;187;4;113;1055;16000;5096;1277;14;-;8;1566;7216;18443;2551;8;1;1
31.12.2019;unter 1 Jahr;343429;-;-;-;-;-;-;326048;-;-;-;-;-;-;54131;-;-;-;-;-;-;51262;-;-;-;-;-;-
31.12.2019;1-Jährige;351062;-;-;-;-;-;-;334082;-;-;-;-;-;-;56148;-;-;-;-;-;-;52840;-;-;-;-;-;-
31.12.2019;2-Jährige;354783;-;-;-;-;-;-;337421;-;-;-;-;-;-;56792;-;-;-;-;-;-;53419;-;-;-;-;-;-
31.12.2019;3-Jährige;355500;-;-;-;-;-;-;339200;-;-;-;-;-;-;58088;-;-;-;-;-;-;55028;-;-;-;-;-;-
31.12.2019;4-Jährige;345478;-;-;-;-;-;-;328283;-;-;-;-;-;-;56298;-;-;-;-;-;-;52084;-;-;-;-;-;-
31.12.2019;5-Jährige;342496;-;-;-;-;-;-;325503;-;-;-;-;-;-;53672;-;-;-;-;-;-;49808;-;-;-;-;-;-
31.12.2019;6-Jährige;332972;-;-;-;-;-;-;316345;-;-;-;-;-;-;49310;-;-;-;-;-;-;45327;-;-;-;-;-;-
31.12.2019;7-Jährige;332350;-;-;-;-;-;-;315241;-;-;-;-;-;-;49185;-;-;-;-;-;-;45193;-;-;-;-;-;-
31.12.2019;8-Jährige;324094;-;-;-;-;-;-;308289;-;-;-;-;-;-;48779;-;-;-;-;-;-;44645;-;-;-;-;-;-
31.12.2019;9-Jährige;334964;-;-;-;-;-;-;318974;-;-;-;-;-;-;47021;-;-;-;-;-;-;42802;-;-;-;-;-;-
31.12.2019;10-Jährige;331044;-;-;-;-;-;-;314114;-;-;-;-;-;-;45625;-;-;-;-;-;-;41593;-;-;-;-;-;-
31.12.2019;11-Jährige;340551;-;-;-;-;-;-;324089;-;-;-;-;-;-;45509;-;-;-;-;-;-;41514;-;-;-;-;-;-
31.12.2019;12-Jährige;341539;-;-;-;-;-;-;323582;-;-;-;-;-;-;42773;-;-;-;-;-;-;38776;-;-;-;-;-;-
31.12.2019;13-Jährige;335631;-;-;-;-;-;-;317561;-;-;-;-;-;-;41490;-;-;-;-;-;-;37016;-;-;-;-;-;-
31.12.2019;14-Jährige;340669;-;-;-;-;-;-;323830;-;-;-;-;-;-;40320;-;-;-;-;-;-;35686;-;-;1;-;-;-
31.12.2019;15-Jährige;348941;-;-;-;-;-;-;331623;-;-;-;-;-;-;40419;1;-;-;-;-;-;35838;-;1;-;-;-;-
31.12.2019;16-Jährige;349472;-;-;-;-;-;-;331793;1;2;-;-;-;-;40985;1;-;-;-;-;-;35601;25;-;2;-;-;-
31.12.2019;17-Jährige;356575;1;-;-;-;-;-;338190;1;-;-;-;-;-;42328;4;2;2;-;-;-;34767;63;-;5;-;-;-
31.12.2019;18-Jährige;365726;47;1;-;-;-;-;346032;338;-;2;-;-;-;48826;38;1;1;-;-;-;36933;555;-;14;-;-;-
31.12.2019;19-Jährige;380350;247;1;3;-;-;-;360765;1483;-;11;-;-;-;64677;187;1;9;-;-;-;44548;1780;5;19;-;-;-
31.12.2019;20-Jährige;370590;729;2;9;-;-;-;349098;3409;3;38;-;-;-;90783;598;1;13;-;-;-;59870;3658;8;60;-;-;-
31.12.2019;21-Jährige;375973;1746;3;24;-;-;-;354016;6422;6;167;-;-;-;95553;1316;1;33;-;-;-;64503;6006;13;120;-;-;-
31.12.2019;22-Jährige;384788;3508;3;60;-;-;-;359949;11437;16;370;-;-;-;106493;2676;5;96;-;-;-;68506;9466;23;250;-;-;-
31.12.2019;23-Jährige;374902;6350;6;148;-;-;-;345351;18336;18;705;-;-;-;108083;4553;1;142;-;-;-;72445;13095;32;424;-;-;-
31.12.2019;24-Jährige;357304;10711;14;316;-;-;-;324327;27417;33;1221;-;-;-;111593;7118;19;234;-;-;-;74078;16364;40;634;-;-;-
31.12.2019;25-Jährige;353213;18090;14;576;-;-;-;313416;41271;57;1889;-;-;-;112161;9806;20;451;-;-;-;74948;20189;55;876;-;-;-
31.12.2019;26-Jährige;354850;28507;19;1004;-;-;-;307677;58709;71;2962;-;-;-;111220;12658;15;663;-;-;-;74757;23692;79;1259;-;-;-
31.12.2019;27-Jährige;345772;42588;34;1720;-;-;-;292586;80443;104;4431;-;-;-;109134;16127;32;864;-;-;-;71984;28009;93;1594;-;-;-
31.12.2019;28-Jährige;342371;61246;37;2590;-;-;-;281316;105113;173;6133;-;-;-;106672;19734;39;1204;-;-;-;69552;32009;98;2027;-;-;-
31.12.2019;29-Jährige;356917;87950;60;4110;-;-;-;284729;139431;222;8902;-;-;-;107955;23942;45;1572;-;-;-;68474;36515;135;2509;-;-;-
31.12.2019;30-Jährige;327579;109058;83;5535;-;-;-;256781;160409;361;11146;-;-;-;101330;27063;59;2156;-;-;-;64299;40357;194;2817;-;-;-
31.12.2019;31-Jährige;315232;133856;88;7612;-;-;-;239689;186801;410;14241;-;-;-;96447;30356;77;2571;-;-;-;58953;43643;189;3417;-;-;-
31.12.2019;32-Jährige;288122;151336;146;9189;-;-;-;216297;200287;531;16796;-;-;-;87836;32570;88;2878;-;-;-;52849;45995;217;3873;-;-;-
31.12.2019;33-Jährige;263348;166589;177;11189;-;-;-;197811;212923;653;19408;-;-;-;80532;33324;88;3392;-;-;-;47514;47276;234;4242;-;-;-
31.12.2019;34-Jährige;238562;173786;235;13217;-;-;-;176728;216969;779;21757;-;-;-;74272;36341;124;3822;-;-;-;43661;49828;286;4834;-;-;-
31.12.2019;35-Jährige;223749;186699;276;15280;-;-;-;164280;226320;967;24594;-;-;-;67730;37302;119;4297;-;-;-;39297;51362;327;5487;-;-;-
31.12.2019;36-Jährige;211785;198455;320;18003;-;-;-;154835;235277;1152;28314;-;-;-;61034;39203;105;4715;-;-;-;35768;53272;420;6104;-;-;-
31.12.2019;37-Jährige;204685;211946;385;21018;-;-;-;147398;248750;1357;32260;-;-;-;57118;42372;136;5409;-;-;-;33104;55783;462;6985;-;-;-
31.12.2019;38-Jährige;189282;219670;426;23356;-;-;-;137663;253809;1758;35431;-;-;-;51907;43943;153;6203;-;-;-;29576;58042;498;7762;-;-;-
31.12.2019;39-Jährige;177944;226565;516;25943;-;-;-;129207;259690;1920;38961;-;-;-;51108;47050;184;6730;-;-;-;28750;60193;573;8381;-;-;-
31.12.2019;40-Jährige;159017;222840;562;27419;-;-;-;114584;250886;2215;40414;-;-;-;44765;47314;209;7244;-;-;-;25138;59451;715;9045;-;-;-
31.12.2019;41-Jährige;149202;224700;698;29884;-;-;-;107602;249578;2579;42984;-;-;-;41709;48270;218;7586;-;-;-;23156;59161;750;9351;-;-;-
31.12.2019;42-Jährige;140753;227316;723;32171;-;-;-;101388;248663;2953;45552;-;-;-;38842;49323;240;8215;-;-;-;21700;58809;918;10057;-;-;-
31.12.2019;43-Jährige;128921;227518;873;33679;-;-;-;93431;246677;3348;47834;-;-;-;36649;50144;263;8668;-;-;-;20223;58824;972;10861;-;-;-
31.12.2019;44-Jährige;119441;224027;940;35155;-;-;-;84780;241264;3719;48516;-;-;-;35173;50908;293;9062;-;-;-;19197;58285;1119;11393;-;-;-
31.12.2019;45-Jährige;115752;229591;1104;37982;-;-;-;81963;246963;4263;52680;-;-;-;32741;51673;321;9585;-;-;-;18085;58596;1281;11882;-;-;-
31.12.2019;46-Jährige;113530;235684;1254;40435;-;-;-;79607;251359;4921;55804;-;-;-;29526;50954;345;9700;-;-;-;16513;57820;1433;11944;-;-;-
31.12.2019;47-Jährige;121455;261306;1607;48324;-;-;-;83688;278153;6159;63738;-;-;-;27967;51097;411;9772;-;-;-;15357;56201;1542;12020;-;-;-
31.12.2019;48-Jährige;132910;295004;2143;56645;-;-;-;90942;311471;7711;74277;-;-;-;25826;50229;437;10178;-;-;-;13946;54202;1739;11930;-;-;-
31.12.2019;49-Jährige;133869;309653;2571;61884;-;-;-;89827;326652;9108;80738;-;-;-;24907;49788;509;10271;-;-;-;13321;52679;1892;12011;-;-;-
31.12.2019;50-Jährige;139808;341480;3128;70680;-;-;-;92431;356723;11150;90480;-;-;-;22407;49331;570;10341;-;-;-;11804;50041;2020;11551;-;-;-
31.12.2019;51-Jährige;143006;362054;3809;78143;-;-;-;92352;377668;13278;99398;-;-;-;20983;47614;603;10188;-;-;-;11207;47272;2248;11137;-;-;-
31.12.2019;52-Jährige;140620;379502;4517;84080;-;-;-;90462;394007;15634;105720;-;-;-;18647;44192;628;9437;-;-;-;10041;42873;2274;10136;-;-;-
31.12.2019;53-Jährige;137321;395305;5345;89556;-;-;-;87565;407904;18388;110329;-;-;-;16080;44691;695;9365;-;-;-;8687;42446;2358;9573;-;-;-
31.12.2019;54-Jährige;130090;402331;5982;92288;-;-;-;81349;411822;21577;111664;-;-;-;14918;43992;715;9329;-;-;-;7906;41146;2600;9243;-;-;-
31.12.2019;55-Jährige;125233;414031;6995;96900;-;-;-;78121;424262;25031;114825;-;-;-;13449;42865;759;8913;-;-;-;7092;38594;2876;8886;-;-;-
31.12.2019;56-Jährige;115658;417930;7848;97274;-;-;-;72296;426951;28862;112568;-;-;-;11902;40160;784;8096;-;-;-;6460;35084;2957;8112;-;-;-
31.12.2019;57-Jährige;104647;409528;8744;94074;-;-;-;64898;416100;31874;108999;-;-;-;10590;36793;801;7588;-;-;-;5840;33164;3253;7495;-;-;-
31.12.2019;58-Jährige;96487;409327;9758;92823;-;-;-;60253;415739;36513;105272;-;-;-;9331;31862;779;6898;-;-;-;5228;29568;3313;6701;-;-;-
31.12.2019;59-Jährige;86676;398848;10617;87111;-;-;-;53972;400502;40731;99122;-;-;-;9029;31682;846;6754;-;-;-;5118;30067;3723;6493;-;-;-
31.12.2019;60-Jährige;78082;394437;11598;83232;-;-;-;49159;392237;44633;93916;-;-;-;7520;28633;811;5909;-;-;-;4172;26249;3794;5727;-;-;-
31.12.2019;61-Jährige;68939;375419;12043;76133;-;-;-;43861;370655;47531;85024;-;-;-;6607;26881;891;5586;-;-;-;3829;24618;3790;5318;-;-;-
31.12.2019;62-Jährige;62028;368944;13260;72143;-;-;-;40669;361419;51895;81172;-;-;-;5715;26175;926;5066;-;-;-;3403;23051;3977;4915;-;-;-
31.12.2019;63-Jährige;55527;359050;14192;66788;-;-;-;37114;348878;56038;76486;-;-;-;4985;26733;1012;4884;-;-;-;3095;23770;4627;4778;-;-;-
31.12.2019;64-Jährige;49397;349959;15180;61465;-;-;-;33542;335774;60555;72138;-;-;-;4461;23596;942;4304;-;-;-;2916;23713;5311;4569;-;-;-
31.12.2019;65-Jährige;44382;343553;16522;57668;-;-;-;31318;327885;65662;69818;-;-;-;3546;20169;1001;3799;-;-;-;2586;23387;5444;4306;-;-;-
31.12.2019;66-Jährige;39653;332899;17289;53402;-;-;-;28119;315562;69659;65856;-;-;-;2947;17618;973;3324;-;-;-;2230;22054;5668;3933;-;-;-
31.12.2019;67-Jährige;36075;331900;19021;50227;-;-;-;26095;308597;76462;63969;-;-;-;2609;18262;1013;3115;-;-;-;2170;22827;6333;3920;-;-;-
31.12.2019;68-Jährige;32541;324662;20240;46976;-;-;-;23840;298734;82237;61269;-;-;-;2206;17807;1089;2698;-;-;-;1845;20341;6111;3522;-;-;-
31.12.2019;69-Jährige;29933;319430;22380;43871;-;-;-;21753;289424;89134;58845;-;-;-;2222;21286;1360;2859;-;-;-;1875;22434;7722;3559;-;-;-
31.12.2019;70-Jährige;26036;307509;23190;40127;-;-;-;19312;274195;93833;53875;-;-;-;1819;21513;1432;2615;-;-;-;1564;20446;7495;3139;-;-;-
31.12.2019;71-Jährige;21805;275940;22556;35101;-;-;-;16425;241453;92358;47503;-;-;-;1641;22117;1568;2502;-;-;-;1382;18679;7385;3047;-;-;-
31.12.2019;72-Jährige;18300;253219;22866;30899;-;-;-;14303;221634;94262;42960;-;-;-;1536;22251;1682;2293;-;-;-;1268;17059;7305;2670;-;-;-
31.12.2019;73-Jährige;15230;214102;21376;25370;-;-;-;11646;186213;87630;36687;-;-;-;1186;20342;1587;1885;-;-;-;1137;14496;6974;2328;-;-;-
31.12.2019;74-Jährige;12425;181478;20433;20752;-;-;-;10575;158261;82842;31660;-;-;-;1021;17511;1581;1484;-;-;-;939;12464;6545;1866;-;-;-
31.12.2019;75-Jährige;15635;246090;29855;25898;-;-;-;13274;210666;118507;40599;-;-;-;887;16572;1586;1342;-;-;-;796;10613;6544;1664;-;-;-
31.12.2019;76-Jährige;15222;244376;32887;24738;-;-;-;13777;205423;127794;40075;-;-;-;762;15259;1678;1188;-;-;-;701;9065;5962;1468;-;-;-
31.12.2019;77-Jährige;14059;228220;34211;21990;-;-;-;13494;188520;132505;36493;-;-;-;691;15075;1640;1119;-;-;-;657;8210;6011;1390;-;-;-
31.12.2019;78-Jährige;16132;268813;44423;24064;-;-;-;15954;219458;174747;41831;-;-;-;590;13266;1753;970;-;-;-;639;6637;5917;1209;-;-;-
31.12.2019;79-Jährige;15364;268037;50180;21656;-;-;-;16685;211485;199065;40747;-;-;-;642;13406;1832;922;-;-;-;571;6409;6642;1186;-;-;-
31.12.2019;80-Jährige;13592;250728;51149;19348;-;-;-;16425;192314;207041;36754;-;-;-;482;11678;1537;842;-;-;-;502;5167;5668;1119;-;-;-
31.12.2019;81-Jährige;11104;218148;49552;15542;-;-;-;15194;158295;203000;31252;-;-;-;448;9943;1657;716;-;-;-;501;4388;5240;1031;-;-;-
31.12.2019;82-Jährige;9079;187650;47938;12297;-;-;-;14306;129846;195763;26675;-;-;-;345;8099;1427;581;-;-;-;447;3611;4792;852;-;-;-
31.12.2019;83-Jährige;7637;164125;47384;10215;-;-;-;13464;107842;195233;22726;-;-;-;288;6778;1179;496;-;-;-;357;2807;4130;676;-;-;-
31.12.2019;84-Jährige;6058;140992;46163;8265;-;-;-;12798;86742;191012;19334;-;-;-;240;5218;991;379;-;-;-;343;2070;3726;548;-;-;-
31.12.2019;85 Jahre und mehr;18536;452603;272009;23438;-;-;-;82490;233160;1164161;81248;-;-;-;1115;18851;5587;1445;-;-;-;1661;8086;19712;2752;-;-;-
31.12.2020;unter 1 Jahr;342079;-;-;-;-;-;-;323743;-;-;-;-;-;-;53254;-;-;-;-;-;-;50304;-;-;-;-;-;-
31.12.2020;1-Jährige;345887;-;-;-;-;-;-;328500;-;-;-;-;-;-;56209;-;-;-;-;-;-;52997;-;-;-;-;-;-
31.12.2020;2-Jährige;351771;-;-;-;-;-;-;334640;-;-;-;-;-;-;57765;-;-;-;-;-;-;54190;-;-;-;-;-;-
31.12.2020;3-Jährige;355313;-;-;-;-;-;-;337831;-;-;-;-;-;-;58266;-;-;-;-;-;-;54788;-;-;-;-;-;-
31.12.2020;4-Jährige;355981;-;-;-;-;-;-;339685;-;-;-;-;-;-;59559;-;-;-;-;-;-;56376;-;-;-;-;-;-
31.12.2020;5-Jährige;345873;-;-;-;-;-;-;328583;-;-;-;-;-;-;57821;-;-;-;-;-;-;53477;-;-;-;-;-;-
31.12.2020;6-Jährige;342741;-;-;-;-;-;-;325735;-;-;-;-;-;-;55017;-;-;-;-;-;-;51094;-;-;-;-;-;-
31.12.2020;7-Jährige;333294;-;-;-;-;-;-;316590;-;-;-;-;-;-;50797;-;-;-;-;-;-;46766;-;-;-;-;-;-
31.12.2020;8-Jährige;332819;-;-;-;-;-;-;315773;-;-;-;-;-;-;50755;-;-;-;-;-;-;46536;-;-;-;-;-;-
31.12.2020;9-Jährige;324815;-;-;-;-;-;-;308931;-;-;-;-;-;-;50239;-;-;-;-;-;-;45912;-;-;-;-;-;-
31.12.2020;10-Jährige;335533;-;-;-;-;-;-;319538;-;-;-;-;-;-;48542;-;-;-;-;-;-;44144;-;-;-;-;-;-
31.12.2020;11-Jährige;331655;-;-;-;-;-;-;314643;-;-;-;-;-;-;47199;-;-;-;-;-;-;42920;-;-;-;-;-;-
31.12.2020;12-Jährige;341113;-;-;-;-;-;-;324618;-;-;-;-;-;-;46966;-;-;-;-;-;-;42873;-;-;-;-;-;-
31.12.2020;13-Jährige;342093;-;-;-;-;-;-;324079;-;-;-;-;-;-;44066;-;-;-;-;-;-;39942;-;-;-;-;-;-
31.12.2020;14-Jährige;336168;-;-;-;-;-;-;318082;2;-;-;-;-;-;42775;-;-;-;-;-;-;38143;-;-;-;-;-;-
31.12.2020;15-Jährige;341227;-;-;-;-;-;-;324359;-;-;-;-;-;-;41796;-;-;-;-;-;-;36834;1;-;1;-;-;-
31.12.2020;16-Jährige;349568;-;-;-;-;-;-;332186;-;-;-;-;-;-;41989;2;-;-;-;-;-;36824;8;1;-;-;-;-
31.12.2020;17-Jährige;350129;-;-;-;-;-;-;332539;3;2;-;-;-;-;42315;4;-;-;-;-;-;36295;59;-;2;-;-;-
31.12.2020;18-Jährige;357271;43;-;-;-;-;-;338789;276;-;-;-;-;-;45478;24;2;2;-;-;-;36781;367;-;6;-;-;-
31.12.2020;19-Jährige;366089;229;1;1;-;-;-;346101;1213;-;4;-;-;-;55169;146;1;1;-;-;-;41317;1299;1;19;-;-;-
31.12.2020;20-Jährige;380208;713;1;6;-;-;-;359855;3125;1;50;-;-;-;69805;424;1;15;-;-;-;48836;2859;5;39;-;-;-
31.12.2020;21-Jährige;370216;1581;2;27;-;-;-;347387;5828;3;134;-;-;-;93303;1093;2;18;-;-;-;60673;5032;9;122;-;-;-
31.12.2020;22-Jährige;374685;3334;4;63;-;-;-;350720;10255;8;332;-;-;-;97218;1987;3;52;-;-;-;64471;7640;17;194;-;-;-
31.12.2020;23-Jährige;382355;6055;3;132;-;-;-;353977;17547;25;682;-;-;-;109087;3676;6;174;-;-;-;69858;11513;25;396;-;-;-
31.12.2020;24-Jährige;370882;10357;10;286;-;-;-;337274;26555;25;1111;-;-;-;110294;5913;4;226;-;-;-;73601;15419;43;624;-;-;-
31.12.2020;25-Jährige;351331;16436;21;522;-;-;-;312820;38393;44;1821;-;-;-;113305;8686;20;371;-;-;-;75433;18896;46;875;-;-;-
31.12.2020;26-Jährige;344863;26109;21;864;-;-;-;299439;54795;77;2666;-;-;-;112984;11444;21;651;-;-;-;75806;22639;62;1176;-;-;-
31.12.2020;27-Jährige;343522;39378;28;1473;-;-;-;290551;75048;98;4064;-;-;-;111693;14419;20;905;-;-;-;75436;26151;97;1581;-;-;-
31.12.2020;28-Jährige;331189;56671;42;2409;-;-;-;273543;98619;146;5717;-;-;-;109059;17677;40;1199;-;-;-;72218;30127;112;2001;-;-;-
31.12.2020;29-Jährige;325337;77727;52;3462;-;-;-;261268;124250;215;7664;-;-;-;105927;21342;44;1542;-;-;-;69708;33941;121;2469;-;-;-
31.12.2020;30-Jährige;336294;107709;74;5321;-;-;-;262900;160164;267;10915;-;-;-;107179;25171;48;1959;-;-;-;68373;38127;149;2978;-;-;-
31.12.2020;31-Jährige;307959;127736;111;7006;-;-;-;237696;178367;443;13194;-;-;-;100396;28017;60;2581;-;-;-;64319;41488;217;3345;-;-;-
31.12.2020;32-Jährige;295939;152193;124;9253;-;-;-;222923;202344;488;16546;-;-;-;95565;30721;82;3027;-;-;-;58973;44570;224;3887;-;-;-
31.12.2020;33-Jährige;271127;167366;188;11129;-;-;-;202344;212996;636;19110;-;-;-;87529;32521;93;3319;-;-;-;52904;46481;246;4365;-;-;-
31.12.2020;34-Jährige;248348;180414;211;13063;-;-;-;186033;223603;776;21682;-;-;-;80144;32989;95;3877;-;-;-;47658;47463;265;4691;-;-;-
31.12.2020;35-Jährige;225862;185285;282;15123;-;-;-;167152;225442;895;24057;-;-;-;74260;35809;133;4298;-;-;-;44060;49835;337;5267;-;-;-
31.12.2020;36-Jährige;212276;196866;342;17109;-;-;-;156196;233036;1150;27010;-;-;-;67734;36649;130;4662;-;-;-;39526;51274;366;5895;-;-;-
31.12.2020;37-Jährige;201740;206935;367;20078;-;-;-;148037;240411;1357;30851;-;-;-;61216;38279;119;5102;-;-;-;36144;52983;473;6583;-;-;-
31.12.2020;38-Jährige;196005;219233;457;23056;-;-;-;141478;252952;1576;34821;-;-;-;57406;41141;151;5828;-;-;-;33458;55345;513;7398;-;-;-
31.12.2020;39-Jährige;181793;225247;501;25470;-;-;-;132636;257192;2015;37895;-;-;-;52365;42794;166;6604;-;-;-;30126;57490;559;8212;-;-;-
31.12.2020;40-Jährige;170965;231565;587;28124;-;-;-;124604;262399;2207;41475;-;-;-;51481;45884;208;7139;-;-;-;29408;59658;640;8844;-;-;-
31.12.2020;41-Jährige;153636;226317;652;29444;-;-;-;111408;252190;2530;43006;-;-;-;45371;46151;230;7621;-;-;-;25748;58635;783;9465;-;-;-
31.12.2020;42-Jährige;144507;227202;812;32050;-;-;-;104819;250474;2921;45331;-;-;-;42338;47217;233;7935;-;-;-;23770;58387;817;9783;-;-;-
31.12.2020;43-Jährige;136696;229093;832;34313;-;-;-;98997;248866;3330;48108;-;-;-;39506;47912;268;8568;-;-;-;22346;57998;1010;10489;-;-;-
31.12.2020;44-Jährige;125519;228817;993;35666;-;-;-;91369;246660;3780;50121;-;-;-;37346;48632;288;9090;-;-;-;20957;58173;1061;11113;-;-;-
31.12.2020;45-Jährige;116471;224949;1061;37050;-;-;-;83001;241202;4168;50583;-;-;-;35851;49592;336;9422;-;-;-;19843;57615;1216;11688;-;-;-
31.12.2020;46-Jährige;113120;230058;1251;39852;-;-;-;80324;246729;4761;54556;-;-;-;33390;50301;355;9852;-;-;-;18814;57819;1385;12226;-;-;-
31.12.2020;47-Jährige;110916;236063;1453;42060;-;-;-;78072;250918;5505;57572;-;-;-;30117;49593;373;10006;-;-;-;17125;57126;1562;12238;-;-;-
31.12.2020;48-Jährige;118744;261426;1810;50118;-;-;-;82084;277615;6902;65349;-;-;-;28539;49788;452;10128;-;-;-;16015;55417;1646;12182;-;-;-
31.12.2020;49-Jährige;129918;295080;2391;58323;-;-;-;89094;310814;8562;75862;-;-;-;26306;48812;494;10457;-;-;-;14499;53510;1893;12090;-;-;-
31.12.2020;50-Jährige;130686;309951;2877;63328;-;-;-;87687;326749;10091;81542;-;-;-;25419;48456;558;10489;-;-;-;13827;52060;2008;12117;-;-;-
31.12.2020;51-Jährige;136880;340899;3459;72280;-;-;-;90697;355662;12320;91633;-;-;-;23053;48137;623;10479;-;-;-;12343;49334;2157;11662;-;-;-
31.12.2020;52-Jährige;139974;361540;4240;79416;-;-;-;90680;376393;14646;100328;-;-;-;21486;46327;653;10355;-;-;-;11753;46598;2454;11208;-;-;-
